2014-12-05,300257.SK,2900,36.98,CloseBuy,8810.7
2014-12-05,000546.SK,11100,8.74,CloseBuy,-3467.4
2014-12-05,000995.SK,8100,13.21,CloseBuy,6567.5
2014-12-05,000636.SK,12100,8.95,CloseBuy,7821
2014-12-05,600035.SK,21200,4.71,Buy,0
2014-12-05,300213.SK,3200,30.66,Buy,0
2014-12-05,002609.SK,4900,19.5,CloseBuy,-4591
2014-12-05,000950.SK,17600,5.84,CloseBuy,2024.4
2014-12-05,002666.SK,6200,18.34,CloseBuy,14446.1
2014-12-05,601788.SK,3700,27,Buy,0
2014-12-05,000540.SK,10000,9.99,Buy,0
2014-12-05,002622.SK,4800,20.62,Buy,0
2014-12-05,601336.SK,2300,43.41,Buy,0
2014-12-05,000150.SK,6000,16.64,Buy,0
2014-12-05,002074.SK,5600,16.39,CloseBuy,-8614.4
2014-12-05,600266.SK,6000,16.54,Buy,0
2014-12-05,300207.SK,3500,28.35,CloseBuy,-490.1
2014-12-05,601688.SK,4200,23.33,Buy,0
2014-12-05,601628.SK,3900,25.39,Buy,0
2014-12-05,601000.SK,11300,8.84,Buy,0
2014-12-05,002123.SK,11400,8.95,CloseBuy,1440.5
2014-12-05,300208.SK,8800,12.79,CloseBuy,12085.2
2014-12-05,000793.SK,8200,11.79,CloseBuy,-3285.6
2014-12-05,601099.SK,8400,11.8,Buy,0
2014-12-08,600339.SK,15700,6.37,CloseBuy,-599.1
2014-12-08,600528.SK,13200,7.55,Buy,0
2014-12-08,600822.SK,8800,11.37,CloseBuy,16.2
2014-12-08,600428.SK,18900,5.29,Buy,0
2014-12-08,600795.SK,31800,3.14,Buy,0
2014-12-08,600559.SK,2800,35.27,Buy,0
2014-12-08,300134.SK,2300,41.88,CloseBuy,-2969.8
2014-12-08,002499.SK,4200,22.67,CloseBuy,-4939
2014-12-08,002495.SK,5800,17.2,Buy,0
2014-12-08,000821.SK,8900,11.12,Buy,0
2014-12-08,002668.SK,4700,20.85,CloseBuy,-1856.7
2014-12-08,002588.SK,3000,33.25,Buy,0
2014-12-08,000852.SK,4400,20.67,CloseBuy,-7937.4
2014-12-08,300039.SK,6700,14.4,CloseBuy,-3124.5
2014-12-08,300116.SK,12500,7.61,CloseBuy,-5195
2014-12-08,002722.SK,3600,26.08,CloseBuy,-6359.1
2014-12-09,300376.SK,2800,39.02,CloseBuy,9788.6
2014-12-09,600231.SK,21300,4.68,Buy,0
2014-12-09,600223.SK,18800,5.3,Buy,0
2014-12-09,300327.SK,6100,14.67,CloseBuy,-10662.6
2014-12-09,600389.SK,3300,29.55,CloseBuy,-2102.9
2014-12-09,000966.SK,9200,10.85,Buy,0
2014-12-09,002118.SK,6600,14.92,CloseBuy,-2240.4
2014-12-09,600199.SK,9100,10.97,Buy,0
